70.0756,153.587,-2.67517
69.8756,153.387,-2.67517
70.0756,153.187,-2.67517
70.2756,152.987,-2.67517
70.4756,152.787,-2.67517
70.6756,152.587,-2.67517
70.8756,152.387,-2.07517
71.0756,152.187,-2.07517
71.2756,151.987,-2.07517
71.4756,151.787,-2.07517
71.6756,151.587,-2.07517
71.6756,151.387,-2.07517
71.4756,151.187,-2.07517
71.4756,150.987,-2.07517
71.2756,150.787,-2.07517
71.0756,150.587,-2.07517
70.8756,150.387,-2.07517
70.6756,150.187,-2.07517
70.4756,149.987,-2.07517
70.2756,149.787,-2.07517
70.0756,149.587,-2.07517
69.8756,149.387,-2.07517
69.6756,149.187,-2.07517
69.4756,148.987,-2.07517
69.2756,148.987,-2.07517
69.0756,148.987,-2.07517
68.8756,148.987,-2.07517
68.6756,148.987,-2.07517
68.4756,148.987,-2.07517
68.2756,148.987,-2.07517
68.0756,148.987,-2.07517
67.8756,149.187,-2.07517
67.6756,149.187,-2.07517
67.4756,149.187,-2.07517
67.2756,149.187,-2.07517
67.0756,149.187,-2.07517
66.8756,149.187,-2.07517
66.6756,149.187,-2.07517
66.4756,149.387,-2.07517
66.2756,149.387,-2.07517
66.0756,149.387,-2.07517
65.8756,149.387,-2.07517
65.6756,149.387,-2.07517
65.4756,149.387,-2.07517
65.2756,149.387,-2.07517
65.0756,149.587,-2.07517
64.8756,149.587,-2.07517
64.6756,149.587,3.72483
64.4756,149.587,3.72483
64.2756,149.587,3.72483
64.0756,149.587,3.72483
63.8756,149.787,3.72483
63.6756,149.787,3.72483
63.4756,149.787,3.72483
63.2756,149.787,3.72483
63.0756,149.787,3.72483
62.8756,149.787,3.72483
62.6756,149.787,3.72483
62.4756,149.987,3.72483
62.2756,149.987,3.72483
62.0756,149.987,3.72483
61.8756,149.987,3.72483
61.6756,149.987,3.72483
61.4756,149.987,3.72483
61.2756,149.987,3.72483
61.0756,150.187,3.72483
60.8756,150.187,3.72483
60.6756,150.187,3.72483
60.4756,150.187,3.72483
60.2756,150.187,3.72483
60.0756,150.187,3.72483
59.8756,150.187,3.72483
59.6756,150.387,3.72483
59.4756,150.387,3.72483
59.2756,150.387,3.72483
59.0756,150.387,3.72483
58.8756,150.387,3.72483
58.6756,150.387,3.72483
58.4756,150.387,3.72483
58.2756,150.587,3.72483
58.0756,150.587,3.72483
57.8756,150.587,3.72483
57.6756,150.587,3.72483
57.4756,150.587,3.72483
57.2756,150.587,3.72483
57.0756,150.587,3.72483
56.8756,150.787,3.72483
56.6756,150.787,3.72483
56.4756,150.787,3.72483
56.2756,150.787,3.72483
56.0756,150.787,3.72483
55.8756,150.787,3.72483
55.6756,150.787,3.72483
55.4756,150.987,3.72483
55.2756,150.987,4.12483
55.0756,150.987,3.72483
54.8756,150.987,3.72483
54.6756,150.987,3.72483
54.4756,150.987,3.72483
54.2756,150.987,3.72483
54.0756,151.187,3.72483
53.8756,151.187,4.12483
53.6756,151.187,3.72483
53.4756,151.187,3.72483
53.2756,151.187,3.72483
