8.046853525146836716e+01	8.046853525146836716e+01	8.046853525146836716e+01
2.413543314636448756e+01	1.846807000173351199e+01	2.345851349627970706e+00
2.420577067773439595e+01	1.875724626523461325e+01	2.339151218177127678e+00
2.427610820910430789e+01	1.904642252873571096e+01	2.332451086726285094e+00
2.434644574047421628e+01	1.933559879223681222e+01	2.325750955275442067e+00
2.441678327184412467e+01	1.962477505573791348e+01	2.319050823824599039e+00
2.448712080321403306e+01	1.991395131923901118e+01	2.312350692373756456e+00
2.455745833458394500e+01	2.020312758274011244e+01	2.305650560922913428e+00
2.462779586595385339e+01	2.049230384624121371e+01	2.298950429472070400e+00
2.469813339732376178e+01	2.078148010974231497e+01	2.292250298021227817e+00
2.476847092869367373e+01	2.107065637324341267e+01	2.285550166570384789e+00
2.483880846006358212e+01	2.135983263674451393e+01	2.278850035119541761e+00
2.490914599143349051e+01	2.164900890024561519e+01	2.272149903668698734e+00
2.497948352280340245e+01	2.193818516374671290e+01	2.265449772217856150e+00
2.504982105417331084e+01	2.222736142724781416e+01	2.258749640767013123e+00
2.512015858554321923e+01	2.251653769074891542e+01	2.252049509316170095e+00
2.519049611691313117e+01	2.280571395425001668e+01	2.245349377865327511e+00
2.526083364828303957e+01	2.309489021775111439e+01	2.238649246414484484e+00
2.533117117965294796e+01	2.338406648125221565e+01	2.231949114963641456e+00
2.540150871102285635e+01	2.367324274475331691e+01	2.225248983512798873e+00
2.547184624239276829e+01	2.396241900825441462e+01	2.218548852061955845e+00
2.554218377376267668e+01	2.425159527175551588e+01	2.211848720611112817e+00
2.561252130513258507e+01	2.454077153525661714e+01	2.205148589160270234e+00
2.568285883650249701e+01	2.482994779875771485e+01	2.198448457709427206e+00
2.575319636787240540e+01	2.511912406225881611e+01	2.191748326258584179e+00
2.582353389924231379e+01	2.540830032575991737e+01	2.185048194807741595e+00
2.589387143061222218e+01	2.569747658926101863e+01	2.178348063356898567e+00
2.596420896198213413e+01	2.598665285276211634e+01	2.171647931906055540e+00
2.603454649335204252e+01	2.627582911626321760e+01	2.164947800455212512e+00
2.610488402472195091e+01	2.656500537976431531e+01	2.158247669004369929e+00
2.617522155609186285e+01	2.685418164326541657e+01	2.151547537553526901e+00
2.624555908746177124e+01	2.714335790676651783e+01	2.144847406102683873e+00
2.631589661883167963e+01	2.743253417026761909e+01	2.138147274651841290e+00
2.638623415020158802e+01	2.772171043376872035e+01	2.131447143200998262e+00
2.645657168157149997e+01	2.801088669726981806e+01	2.124747011750155234e+00
2.652690921294140836e+01	2.830006296077091932e+01	2.118046880299312651e+00
2.659724674431131675e+01	2.858923922427202058e+01	2.111346748848469623e+00
2.666758427568122869e+01	2.887841548777311829e+01	2.104646617397626596e+00
2.673792180705113708e+01	2.916759175127421955e+01	2.097946485946784012e+00
2.680825933842104547e+01	2.945676801477532081e+01	2.091246354495940984e+00
2.687859686979095741e+01	2.974594427827641852e+01	2.084546223045097957e+00
2.694893440116086580e+01	3.003512054177751978e+01	2.077846091594255373e+00
